Date,Traffic source,Views,traffic_source
2025-05-24,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-05-25,YouTube search,1,Traffic Sources_Ai-Talks-CA
2025-05-26,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-05-27,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-05-28,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-05-29,YouTube search,1,Traffic Sources_Ai-Talks-CA
2025-05-30,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-05-31,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-01,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-02,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-03,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-04,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-05,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-06,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-07,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-08,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-09,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-10,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-11,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-12,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-13,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-14,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-15,YouTube search,1,Traffic Sources_Ai-Talks-CA
2025-06-16,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-17,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-18,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-19,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-20,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-21,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-22,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-23,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-24,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-25,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-26,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-27,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-28,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-29,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-06-30,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-01,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-02,YouTube search,1,Traffic Sources_Ai-Talks-CA
2025-07-03,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-04,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-05,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-06,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-07,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-08,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-09,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-10,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-11,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-12,YouTube search,1,Traffic Sources_Ai-Talks-CA
2025-07-13,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-14,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-15,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-16,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-17,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-18,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-19,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-20,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-21,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-22,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-23,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-24,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-25,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-26,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-27,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-28,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-29,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-30,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-07-31,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-01,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-02,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-03,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-04,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-05,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-06,YouTube search,3,Traffic Sources_Ai-Talks-CA
2025-08-07,YouTube search,2,Traffic Sources_Ai-Talks-CA
2025-08-08,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-09,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-10,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-11,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-12,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-13,YouTube search,1,Traffic Sources_Ai-Talks-CA
2025-08-14,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-15,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-16,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-17,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-18,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-19,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-20,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-21,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-22,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-23,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-24,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-25,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-26,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-27,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-28,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-29,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-30,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-08-31,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-01,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-02,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-03,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-04,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-05,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-06,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-07,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-08,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-09,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-10,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-11,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-12,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-13,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-14,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-15,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-16,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-17,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-18,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-19,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-20,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-21,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-22,YouTube search,2,Traffic Sources_Ai-Talks-CA
2025-09-23,YouTube search,1,Traffic Sources_Ai-Talks-CA
2025-09-24,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-25,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-09-26,YouTube search,0,Traffic Sources_Ai-Talks-CA
2025-02-04,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-05,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-06,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-07,Suggested videos,1,Traffic Sources_Ai-Talks-CA
2025-02-08,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-09,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-10,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-11,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-12,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-13,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-14,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-15,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-16,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-17,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-18,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-19,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-20,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-21,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-22,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-23,Suggested videos,2,Traffic Sources_Ai-Talks-CA
2025-02-24,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-25,Suggested videos,2,Traffic Sources_Ai-Talks-CA
2025-02-26,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-27,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-28,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-01,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-02,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-03,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-04,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-05,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-06,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-07,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-08,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-09,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-10,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-11,Suggested videos,1,Traffic Sources_Ai-Talks-CA
2025-03-12,Suggested videos,1,Traffic Sources_Ai-Talks-CA
2025-03-13,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-14,Suggested videos,1,Traffic Sources_Ai-Talks-CA
2025-03-15,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-16,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-17,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-18,Suggested videos,56,Traffic Sources_Ai-Talks-CA
2025-03-19,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-20,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-21,Suggested videos,1,Traffic Sources_Ai-Talks-CA
2025-03-22,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-23,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-24,Suggested videos,1,Traffic Sources_Ai-Talks-CA
2025-03-25,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-26,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-27,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-03-28,Suggested videos,4,Traffic Sources_Ai-Talks-CA
2025-03-29,Suggested videos,3,Traffic Sources_Ai-Talks-CA
2025-03-30,Suggested videos,2,Traffic Sources_Ai-Talks-CA
2025-03-31,Suggested videos,2,Traffic Sources_Ai-Talks-CA
2025-04-01,Suggested videos,1,Traffic Sources_Ai-Talks-CA
2025-04-02,Suggested videos,3,Traffic Sources_Ai-Talks-CA
2025-04-03,Suggested videos,1,Traffic Sources_Ai-Talks-CA
2025-04-04,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-04-05,Suggested videos,2,Traffic Sources_Ai-Talks-CA
2025-04-06,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-04-07,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-04-08,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-04-09,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-04-10,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-04-11,Suggested videos,8,Traffic Sources_Ai-Talks-CA
2025-04-12,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-04-13,Suggested videos,1,Traffic Sources_Ai-Talks-CA
2025-04-14,Suggested videos,1,Traffic Sources_Ai-Talks-CA
2025-04-15,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-04-16,Suggested videos,6,Traffic Sources_Ai-Talks-CA
2025-04-17,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-04-18,Suggested videos,2,Traffic Sources_Ai-Talks-CA
2025-04-19,Suggested videos,1,Traffic Sources_Ai-Talks-CA
2025-04-20,Suggested videos,1,Traffic Sources_Ai-Talks-CA
2025-04-21,Suggested videos,1,Traffic Sources_Ai-Talks-CA
2025-04-22,Suggested videos,1,Traffic Sources_Ai-Talks-CA
2025-04-23,Suggested videos,1,Traffic Sources_Ai-Talks-CA
2025-04-24,Suggested videos,2,Traffic Sources_Ai-Talks-CA
2025-04-25,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-04-26,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-04-27,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-04-28,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-04-29,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-04-30,Suggested videos,6,Traffic Sources_Ai-Talks-CA
2025-05-01,Suggested videos,3,Traffic Sources_Ai-Talks-CA
2025-05-02,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-03,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-04,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-05,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-06,Suggested videos,1,Traffic Sources_Ai-Talks-CA
2025-05-07,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-08,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-09,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-10,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-11,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-12,Suggested videos,1,Traffic Sources_Ai-Talks-CA
2025-05-13,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-14,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-15,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-16,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-17,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-18,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-19,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-20,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-21,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-22,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-23,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-24,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-25,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-26,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-27,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-28,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-29,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-30,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-05-31,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-01,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-02,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-03,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-04,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-05,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-06,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-07,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-08,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-09,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-10,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-11,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-12,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-13,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-14,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-15,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-16,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-17,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-18,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-19,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-20,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-21,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-22,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-23,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-24,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-25,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-26,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-27,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-28,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-29,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-06-30,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-01,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-02,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-03,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-04,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-05,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-06,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-07,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-08,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-09,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-10,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-11,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-12,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-13,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-14,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-15,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-16,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-17,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-18,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-19,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-20,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-21,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-22,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-23,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-24,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-25,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-26,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-27,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-28,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-29,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-30,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-07-31,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-01,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-02,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-03,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-04,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-05,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-06,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-07,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-08,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-09,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-10,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-11,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-12,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-13,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-14,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-15,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-16,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-17,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-18,Suggested videos,1,Traffic Sources_Ai-Talks-CA
2025-08-19,Suggested videos,2,Traffic Sources_Ai-Talks-CA
2025-08-20,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-21,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-22,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-23,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-24,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-25,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-26,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-27,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-28,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-29,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-30,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-08-31,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-01,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-02,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-03,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-04,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-05,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-06,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-07,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-08,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-09,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-10,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-11,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-12,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-13,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-14,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-15,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-16,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-17,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-18,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-19,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-20,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-21,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-22,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-23,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-24,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-25,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-09-26,Suggested videos,0,Traffic Sources_Ai-Talks-CA
2025-02-04,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-05,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-06,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-07,Other YouTube features,1,Traffic Sources_Ai-Talks-CA
2025-02-08,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-09,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-10,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-11,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-12,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-13,Other YouTube features,2,Traffic Sources_Ai-Talks-CA
2025-02-14,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-15,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-16,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-17,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-18,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-19,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-20,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-21,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-22,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-23,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-24,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-25,Other YouTube features,1,Traffic Sources_Ai-Talks-CA
2025-02-26,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-27,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-02-28,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-03-01,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-03-02,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-03-03,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-03-04,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-03-05,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-03-06,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-03-07,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-03-08,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-03-09,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-03-10,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-03-11,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-03-12,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-03-13,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
2025-03-14,Other YouTube features,1,Traffic Sources_Ai-Talks-CA
2025-03-15,Other YouTube features,0,Traffic Sources_Ai-Talks-CA
